12 , 30
21 , 42
48 , 21
86 , 18
40 , 96
2 , 88
90 , 28
52 , 18
1 , 83
69 , 80
88 , 48
49 , 72
63 , 36
46 , 89
12 , 23
86 , 51
28 , 9
84 , 11
15 , 67
16 , 3

12 , 28
23 , 42
48 , 19
88 , 18
40 , 98
2 , 90
90 , 30
54 , 18
1 , 81
69 , 78
86 , 48
47 , 72
63 , 38
46 , 91
10 , 23
86 , 53
26 , 9
84 , 13
15 , 69
18 , 3

10 , 28
21 , 42
50 , 19
86 , 18
42 , 98
2 , 92
88 , 30
54 , 20
1 , 79
69 , 76
84 , 48
47 , 70
63 , 40
48 , 91
12 , 23
86 , 55
26 , 7
84 , 11
13 , 69
18 , 1

10 , 26
21 , 40
50 , 17
86 , 20
42 , 100
2 , 94
86 , 30
52 , 20
1 , 81
69 , 74
82 , 48
47 , 68
65 , 40
46 , 91
14 , 23
86 , 53
26 , 5
84 , 13
15 , 69
20 , 1

10 , 28
19 , 40
50 , 19
84 , 20
40 , 100
4 , 94
88 , 30
52 , 18
1 , 79
71 , 74
82 , 46
47 , 66
65 , 38
48 , 91
16 , 23
88 , 53
26 , 7
84 , 11
17 , 69
18 , 1

10 , 30
19 , 42
50 , 17
82 , 20
38 , 100
2 , 94
86 , 30
54 , 18
1 , 77
73 , 74
80 , 46
47 , 64
63 , 38
48 , 89
16 , 21
86 , 53
28 , 7
86 , 11
17 , 71
20 , 1

12 , 30
19 , 44
50 , 15
84 , 20
38 , 98
2 , 92
86 , 32
52 , 18
1 , 79
71 , 74
80 , 48
49 , 64
65 , 38
48 , 91
18 , 21
86 , 55
30 , 7
88 , 11
15 , 71
18 , 1

10 , 30
19 , 46
50 , 13
86 , 20
40 , 98
4 , 92
88 , 32
50 , 18
1 , 81
71 , 72
82 , 48
49 , 62
67 , 38
48 , 93
16 , 21
84 , 55
30 , 9
86 , 11
15 , 73
20 , 1

12 , 30
21 , 46
52 , 13
88 , 20
38 , 98
2 , 92
90 , 32
52 , 18
1 , 79
73 , 72
82 , 50
49 , 60
65 , 38
48 , 91
18 , 21
82 , 55
32 , 9
86 , 9
13 , 73
18 , 1

14 , 30
19 , 46
52 , 11
86 , 20
36 , 98
2 , 90
90 , 34
52 , 20
1 , 77
71 , 72
84 , 50
47 , 60
63 , 38
50 , 91
20 , 21
82 , 57
32 , 11
86 , 11
13 , 71
16 , 1

14 , 28
19 , 48
54 , 11
86 , 18
36 , 100
4 , 90
88 , 34
54 , 20
1 , 79
69 , 72
84 , 48
47 , 62
63 , 40
50 , 93
22 , 21
82 , 59
32 , 9
88 , 11
13 , 73
16 , 3

16 , 28
21 , 48
54 , 13
86 , 16
34 , 100
2 , 90
90 , 34
52 , 20
1 , 81
69 , 70
82 , 48
49 , 62
63 , 38
50 , 95
22 , 23
84 , 59
32 , 7
88 , 9
13 , 71
16 , 1

16 , 30
19 , 48
54 , 11
86 , 14
32 , 100
2 , 88
90 , 32
52 , 18
3 , 81
69 , 68
80 , 48
47 , 62
63 , 36
50 , 97
22 , 21
84 , 61
32 , 9
88 , 7
11 , 71
16 , 3

14 , 30
21 , 48
52 , 11
88 , 14
32 , 98
4 , 88
90 , 30
52 , 16
5 , 81
67 , 68
82 , 48
47 , 60
61 , 36
50 , 95
22 , 23
82 , 61
34 , 9
88 , 5
11 , 73
14 , 3

12 , 30
21 , 50
52 , 9
88 , 12
32 , 96
2 , 88
92 , 30
52 , 18
5 , 79
67 , 66
80 , 48
47 , 62
63 , 36
50 , 97
20 , 23
84 , 61
34 , 11
90 , 5
13 , 73
14 , 5

12 , 28
23 , 50
54 , 9
88 , 14
32 , 94
2 , 90
92 , 28
52 , 20
5 , 77
69 , 66
80 , 50
47 , 60
65 , 36
50 , 99
20 , 25
84 , 63
34 , 9
90 , 3
13 , 71
12 , 5

14 , 28
23 , 48
56 , 9
86 , 14
34 , 94
2 , 88
92 , 30
52 , 18
5 , 75
71 , 66
82 , 50
45 , 60
65 , 38
50 , 97
20 , 23
86 , 63
36 , 9
92 , 3
13 , 69
12 , 7

16 , 28
21 , 48
56 , 11
84 , 14
34 , 92
2 , 86
90 , 30
52 , 20
7 , 75
69 , 66
82 , 48
43 , 60
67 , 38
50 , 99
20 , 21
84 , 63
36 , 11
92 , 5
11 , 69
10 , 7

16 , 30
23 , 48
56 , 9
86 , 14
36 , 92
4 , 86
90 , 32
52 , 18
7 , 77
69 , 68
82 , 50
43 , 58
67 , 36
50 , 97
20 , 23
86 , 63
34 , 11
92 , 3
11 , 67
8 , 7

16 , 28
25 , 48
56 , 11
84 , 14
34 , 92
4 , 84
90 , 30
52 , 20
9 , 77
67 , 68
82 , 48
41 , 58
69 , 36
48 , 97
20 , 21
86 , 61
34 , 9
92 , 5
11 , 69
10 , 7

14 , 28
27 , 48
56 , 9
86 , 14
34 , 94
6 , 84
88 , 30
52 , 22
9 , 75
69 , 68
82 , 50
41 , 60
71 , 36
48 , 99
18 , 21
88 , 61
34 , 11
92 , 7
9 , 69
12 , 7

14 , 26
25 , 48
54 , 9
88 , 14
34 , 96
8 , 84
90 , 30
52 , 20
11 , 75
67 , 68
82 , 52
43 , 60
71 , 34
50 , 99
18 , 23
90 , 61
34 , 9
92 , 9
9 , 71
14 , 7

14 , 28
23 , 48
52 , 9
88 , 16
36 , 96
6 , 84
90 , 32
52 , 18
9 , 75
65 , 68
80 , 52
45 , 60
69 , 34
52 , 99
18 , 21
90 , 63
36 , 9
92 , 11
7 , 71
16 , 7

14 , 26
21 , 48
54 , 9
86 , 16
36 , 94
6 , 82
90 , 30
52 , 20
9 , 77
65 , 70
78 , 52
45 , 62
67 , 34
54 , 99
18 , 19
88 , 63
34 , 9
92 , 9
7 , 69
14 , 7

16 , 26
23 , 48
54 , 7
88 , 16
36 , 92
4 , 82
88 , 30
52 , 18
9 , 75
67 , 70
78 , 54
45 , 60
69 , 34
56 , 99
18 , 21
86 , 63
32 , 9
90 , 9
7 , 67
12 , 7

16 , 28
23 , 50
54 , 5
90 , 16
34 , 92
4 , 80
90 , 30
52 , 16
11 , 75
69 , 70
78 , 56
45 , 58
69 , 36
58 , 99
18 , 23
86 , 65
34 , 9
90 , 11
5 , 67
12 , 9

16 , 30
25 , 50
56 , 5
92 , 16
34 , 90
4 , 78
90 , 28
54 , 16
13 , 75
71 , 70
80 , 56
47 , 58
69 , 34
58 , 97
20 , 23
86 , 63
34 , 7
90 , 9
7 , 67
12 , 11

16 , 28
25 , 48
58 , 5
92 , 18
36 , 90
6 , 78
90 , 26
52 , 16
11 , 75
71 , 68
80 , 54
45 , 58
71 , 34
58 , 99
20 , 21
86 , 61
36 , 7
90 , 7
7 , 69
14 , 11

16 , 26
25 , 50
58 , 3
92 , 16
34 , 90
8 , 78
90 , 24
52 , 14
11 , 73
71 , 70
80 , 56
45 , 56
71 , 32
58 , 97
22 , 21
88 , 61
38 , 7
88 , 7
7 , 71
14 , 13

14 , 26
27 , 50
58 , 5
92 , 14
34 , 92
8 , 76
88 , 24
52 , 12
9 , 73
71 , 72
82 , 56
47 , 56
71 , 34
58 , 95
22 , 19
90 , 61
38 , 9
90 , 7
9 , 71
12 , 13

14 , 24
29 , 50
58 , 3
92 , 16
32 , 92
8 , 74
86 , 24
54 , 12
11 , 73
69 , 72
80 , 56
45 , 56
69 , 34
58 , 93
22 , 21
92 , 61
38 , 11
92 , 7
11 , 71
12 , 11

14 , 26
29 , 48
60 , 3
92 , 18
30 , 92
8 , 76
84 , 24
56 , 12
11 , 75
69 , 74
80 , 58
43 , 56
69 , 32
58 , 91
20 , 21
94 , 61
38 , 9
90 , 7
13 , 71
12 , 13

14 , 28
27 , 48
60 , 1
92 , 16
30 , 90
6 , 76
86 , 24
54 , 12
9 , 75
69 , 76
80 , 60
43 , 54
69 , 34
58 , 93
18 , 21
96 , 61
36 , 9
92 , 7
15 , 71
12 , 15

16 , 28
29 , 48
62 , 1
90 , 16
30 , 92
4 , 76
86 , 26
56 , 12
9 , 73
69 , 78
82 , 60
43 , 56
71 , 34
60 , 93
18 , 19
96 , 63
38 , 9
92 , 5
13 , 71
10 , 15

16 , 30
29 , 46
64 , 1
90 , 14
32 , 92
4 , 74
84 , 26
54 , 12
7 , 73
71 , 78
84 , 60
43 , 54
71 , 32
58 , 93
16 , 19
98 , 63
38 , 7
92 , 7
13 , 73
10 , 13

16 , 32
31 , 46
64 , 3
92 , 14
32 , 90
2 , 74
86 , 26
54 , 14
5 , 73
73 , 78
86 , 60
43 , 56
71 , 34
58 , 95
18 , 19
98 , 65
36 , 7
90 , 7
15 , 73
8 , 13

14 , 32
29 , 46
66 , 3
92 , 16
30 , 90
2 , 72
84 , 26
54 , 16
3 , 73
73 , 80
86 , 58
43 , 58
71 , 32
58 , 93
16 , 19
96 , 65
36 , 5
88 , 7
15 , 75
8 , 15

14 , 30
29 , 44
68 , 3
90 , 16
30 , 88
2 , 74
84 , 28
56 , 16
5 , 73
71 , 80
88 , 58
41 , 58
71 , 30
58 , 91
16 , 21
96 , 63
36 , 7
90 , 7
15 , 73
10 , 15

12 , 30
27 , 44
66 , 3
92 , 16
32 , 88
4 , 74
84 , 30
56 , 18
3 , 73
73 , 80
88 , 56
43 , 58
71 , 32
60 , 91
18 , 21
94 , 63
34 , 7
88 , 7
15 , 71
8 , 15

14 , 30
25 , 44
66 , 5
92 , 14
32 , 86
4 , 72
82 , 30
58 , 18
3 , 75
71 , 80
88 , 58
45 , 58
71 , 30
58 , 91
18 , 23
92 , 63
34 , 9
86 , 7
17 , 71
8 , 17

14 , 32
27 , 44
64 , 5
92 , 12
32 , 84
6 , 72
82 , 32
56 , 18
3 , 77
73 , 80
86 , 58
45 , 56
73 , 30
58 , 89
18 , 25
94 , 63
34 , 11
86 , 9
17 , 69
8 , 19

14 , 34
27 , 42
64 , 7
92 , 10
30 , 84
6 , 70
80 , 32
58 , 18
3 , 79
73 , 82
88 , 58
45 , 58
71 , 30
58 , 91
18 , 23
92 , 63
36 , 11
86 , 7
15 , 69
8 , 17

14 , 36
29 , 42
62 , 7
92 , 12
30 , 82
8 , 70
80 , 30
58 , 16
5 , 79
75 , 82
90 , 58
45 , 60
71 , 32
58 , 93
18 , 21
92 , 65
38 , 11
84 , 7
15 , 67
8 , 15

14 , 38
29 , 44
60 , 7
92 , 14
28 , 82
6 , 70
80 , 28
56 , 16
3 , 79
75 , 80
88 , 58
45 , 62
69 , 32
58 , 91
18 , 19
90 , 65
38 , 13
84 , 5
13 , 67
8 , 13

12 , 38
27 , 44
58 , 7
94 , 14
30 , 82
8 , 70
82 , 28
56 , 14
3 , 81
75 , 82
90 , 58
43 , 62
69 , 30
58 , 89
16 , 19
92 , 65
38 , 15
84 , 7
13 , 65
8 , 15

12 , 36
27 , 42
58 , 5
96 , 14
28 , 82
8 , 68
80 , 28
56 , 12
1 , 81
73 , 82
90 , 56
43 , 64
69 , 28
58 , 87
16 , 21
94 , 65
40 , 15
86 , 7
13 , 67
6 , 15

12 , 38
27 , 44
60 , 5
96 , 12
28 , 84
6 , 68
82 , 28
54 , 12
1 , 83
71 , 82
92 , 56
43 , 62
67 , 28
58 , 89
16 , 23
92 , 65
40 , 17
86 , 5
13 , 69
4 , 15

12 , 40
27 , 46
60 , 7
98 , 12
28 , 86
8 , 68
80 , 28
54 , 14
3 , 83
69 , 82
94 , 56
41 , 62
65 , 28
58 , 87
18 , 23
94 , 65
40 , 15
88 , 5
15 , 69
6 , 15

12 , 38
27 , 48
60 , 5
98 , 10
30 , 86
8 , 70
82 , 28
56 , 14
3 , 85
67 , 82
92 , 56
41 , 60
65 , 30
58 , 89
18 , 21
94 , 63
38 , 15
86 , 5
17 , 69
4 , 15

10 , 38
27 , 46
60 , 3
100 , 10
30 , 88
8 , 68
80 , 28
58 , 14
1 , 85
69 , 82
92 , 58
41 , 62
65 , 32
60 , 89
20 , 21
96 , 63
38 , 13
86 , 3
17 , 71
4 , 17

8 , 38
25 , 46
60 , 5
98 , 10
32 , 88
6 , 68
80 , 30
60 , 14
1 , 83
69 , 84
90 , 58
41 , 60
65 , 34
58 , 89
18 , 21
98 , 63
38 , 15
88 , 3
15 , 71
2 , 17

8 , 40
27 , 46
60 , 3
100 , 10
34 , 88
6 , 66
80 , 28
58 , 14
3 , 83
67 , 84
90 , 56
41 , 58
65 , 32
58 , 87
18 , 23
100 , 63
40 , 15
86 , 3
17 , 71
4 , 17

8 , 38
27 , 44
60 , 5
100 , 12
32 , 88
6 , 68
80 , 26
60 , 14
3 , 85
67 , 86
90 , 58
39 , 58
65 , 34
58 , 89
18 , 25
100 , 65
40 , 13
84 , 3
19 , 71
6 , 17

8 , 36
25 , 44
58 , 5
100 , 10
32 , 90
8 , 68
80 , 28
60 , 12
3 , 87
67 , 88
90 , 56
37 , 58
65 , 36
58 , 91
16 , 25
100 , 63
38 , 13
84 , 5
19 , 69
6 , 19

6 , 36
25 , 46
58 , 7
98 , 10
32 , 88
8 , 70
80 , 26
60 , 14
1 , 87
69 , 88
90 , 54
37 , 56
63 , 36
58 , 93
14 , 25
100 , 65
36 , 13
84 , 3
21 , 69
6 , 17

8 , 36
25 , 48
56 , 7
98 , 8
30 , 88
6 , 70
80 , 28
60 , 12
1 , 89
71 , 88
92 , 54
37 , 58
65 , 36
58 , 91
12 , 25
98 , 65
36 , 15
84 , 1
